ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,app,aexp,rexp,oexp,rrexp,asexp,rsexp,asawr,rsawr,isbuggy,code_churn
0,3,2,1,0.2403505354429898,1,2.0,791487.0,18.0,9.0,0,2.0,363142.6666666667,5.0,282.0,2644.0,2747.0,2411.0,242.0,2390.0,0.0580229226361031,0.5709169054441261,0.0,27
318,42,13,2,0.6902903592186083,1,2.0,111155.0,15.0,5.0,0,67.0,85260.85714285714,2.0,154.0,504.0,541.0,430.0,154.0,496.0,0.2243125904486251,0.7192474674384949,0.0,680
2,1,1,1,0.0,1,2.0,399356.0,7.0,4.0,0,10.0,304282.0,3.0,3.0,738.0,738.0,737.0,3.0,621.0,0.0037105751391465,0.5769944341372912,0.0,11
5,4,4,1,0.5442297995906706,1,6.0,1490058.0,32.0,11.0,0,11.0,688342.25,3.0,174.0,1917.0,1986.0,1556.0,165.0,1864.0,0.0228524229074889,0.2567455947136564,0.0,54
4,2,1,1,1.0,1,2.0,114764.0,16.0,8.0,0,14.0,212658.0,4.0,20.0,436.0,445.0,436.0,13.0,378.0,0.0089514066496163,0.2423273657289002,0.0,8
16,10,9,1,0.8599799242478506,1,2.0,524812.0,21.0,12.0,0,11.0,87265.0,12.0,872.0,3340.0,3865.0,2967.0,55.0,361.0,0.1493333333333333,0.9653333333333334,1.0,31
128,18,7,1,0.8306407454346867,1,14.0,1138854.0,206.0,22.0,0,20.0,74769.16666666667,2.0,263.0,2112.0,2226.0,1792.0,196.0,348.0,0.24625,0.43625,1.0,251
27,4,4,1,0.5206164656392177,1,14.0,6274534.0,91.0,27.0,0,9.0,660967.0,2.0,4.0,575.0,579.0,488.0,1.0,144.0,0.006514657980456,0.4723127035830619,1.0,98
0,1,1,1,0.0,1,3.0,148957.0,11.0,4.0,0,0.0,0.0,3.0,13.0,326.0,334.0,324.0,0.0,294.0,0.0012165450121654,0.3588807785888078,1.0,72
321,24,16,1,0.7519948336246166,1,24.0,7132373.0,115.0,37.0,0,200.0,116621.5,4.0,1.0,1927.0,1928.0,1642.0,1.0,1814.0,0.0004530011325028,0.4110985277463194,0.0,2041
0,2,1,1,0.0,1,13.0,2475835.0,61.0,19.0,0,0.0,0.0,2.0,14.0,609.0,622.0,591.0,1.0,584.0,0.0018231540565177,0.5332725615314494,0.0,116
1,2,2,1,0.7706290693639405,1,4.0,470297.0,22.0,4.0,0,93.0,34641.0,1.0,240.0,45.0,284.0,45.0,218.0,9.0,0.1393129770992366,0.0063613231552162,0.0,31
83,3,2,1,0.8364131624439937,1,3.0,193966.0,13.0,5.0,0,48.0,472.0,1.0,2.0,318.0,320.0,318.0,1.0,302.0,0.0018939393939393,0.2869318181818182,0.0,153
0,2,2,1,0.9896911180731478,1,2.0,1052492.0,10.0,3.0,0,1.0,281990.0,2.0,152.0,2049.0,2106.0,1921.0,149.0,1930.0,0.0302724520686175,0.38970736629667,0.0,134
111,6,4,2,0.7532728231440056,1,6.0,876232.0,31.0,10.0,0,48.0,2243618.0,1.0,3.0,243.0,245.0,241.0,1.0,232.0,0.0024390243902439,0.2841463414634146,1.0,266
15,5,1,1,0.9053849268254496,1,2.0,183907.0,13.0,5.0,0,44.0,171906.2,2.0,1.0,193.0,194.0,192.0,1.0,176.0,0.003257328990228,0.2882736156351791,0.0,48
934,4,2,1,0.115718304355167,1,1.0,63536.0,7.0,3.0,0,9.0,4485.0,3.0,93.0,18.0,102.0,17.0,46.0,17.0,0.5,0.1914893617021276,0.0,1427
2,3,3,1,0.6022260014404363,1,4.0,568790.0,26.0,6.0,0,120.0,25712.0,3.0,2.0,1794.0,1794.0,1660.0,2.0,1589.0,0.0008034279592929,0.4258168184252812,0.0,33
1,1,1,1,0.0,1,4.0,441015.0,31.0,12.0,0,13.0,45385.0,4.0,1.0,948.0,948.0,948.0,1.0,905.0,0.0004200798151648,0.1902961562696912,0.0,5
1,1,1,1,0.0,1,3.0,-28339951.0,16.0,8.0,0,3.0,2770210.0,2.0,105.0,76.0,130.0,76.0,99.0,69.0,0.4975124378109453,0.3482587064676617,0.0,2
2,1,1,1,0.0,1,2.0,56459.0,7.0,4.0,0,3.0,316845.0,4.0,203.0,717.0,832.0,717.0,155.0,681.0,0.1406672678088368,0.6149684400360685,0.0,7
17,10,8,1,0.9084981868475932,1,5.0,207588.0,37.0,9.0,0,214.0,1177155.9,3.0,2103.0,1845.0,3268.0,1685.0,2005.0,1806.0,0.2696961548803441,0.2429416509814466,1.0,42
10,2,2,1,0.9268190639645772,1,2.0,1235109.0,13.0,3.0,0,56.0,18560.0,2.0,160.0,1183.0,1262.0,1183.0,142.0,1111.0,0.059958071278826,0.4662473794549266,0.0,38
18,2,2,1,0.9774178175281716,1,10.0,4245609.0,198.0,40.0,0,20.0,628781.0,4.0,2.0,807.0,808.0,656.0,2.0,432.0,0.0030272452068617,0.4369323915237134,0.0,51
2,1,1,1,0.0,1,2.0,4414708.0,14.0,8.0,0,82.0,15050.0,5.0,1401.0,2057.0,2776.0,1965.0,1309.0,1716.0,0.4247730220492866,0.5567444876783398,0.0,3
80,2,2,1,0.8304955225035797,1,3.0,72356.0,19.0,6.0,0,43.0,473951.0,2.0,58.0,428.0,484.0,423.0,6.0,400.0,0.0022786458333333,0.1305338541666666,0.0,80
0,2,2,1,0.8507707040532599,1,5.0,456820.0,29.0,12.0,0,1.0,584634.0,2.0,599.0,234.0,617.0,234.0,476.0,217.0,0.9226305609284332,0.4216634429400386,1.0,47
7,2,2,1,0.9899927915575186,1,11.0,1212135.0,43.0,7.0,0,45.0,1967644.0,2.0,18.0,570.0,570.0,564.0,16.0,554.0,0.002932551319648,0.0957391754355701,0.0,68
6,4,4,1,0.9232196723355076,1,3.0,155463.0,33.0,9.0,0,51.0,2090.0,2.0,817.0,1531.0,2138.0,1391.0,661.0,1337.0,0.191828455520139,0.387713706172124,0.0,10
3,2,2,1,0.9383153522334068,1,5.0,1929788.0,29.0,9.0,0,10.0,5167013.0,5.0,554.0,840.0,840.0,804.0,435.0,446.0,0.9178947368421052,0.9410526315789474,0.0,62
3,2,2,1,0.9182958340544896,1,2.0,452568.0,34.0,5.0,0,25.0,306396.0,4.0,4.0,1050.0,1052.0,884.0,3.0,663.0,0.0033840947546531,0.5617597292724196,0.0,6
24,2,1,1,0.1564910629057015,1,5.0,1805027.0,73.0,27.0,0,92.0,1768659.0,5.0,521.0,4682.0,5086.0,3507.0,464.0,3382.0,0.0598378587054433,0.4353365075279887,0.0,132
1,2,2,1,0.2761954276479391,1,3.0,14581203.0,21.0,19.0,0,37.0,3841483.0,4.0,3.0,607.0,610.0,561.0,3.0,545.0,0.000874699322108,0.1193964574677454,0.0,63
32,9,2,1,0.542184369913561,1,2.0,373975.0,21.0,12.0,0,9.0,2797870.222222222,2.0,38.0,397.0,431.0,364.0,3.0,264.0,0.005813953488372,0.3851744186046512,1.0,66
2,1,1,1,0.0,1,2.0,4401769.0,16.0,11.0,0,16.0,538294.0,9.0,395.0,2532.0,2533.0,2342.0,350.0,2317.0,0.0819327731092437,0.5410830999066293,0.0,5
8,3,3,1,0.808014151084447,1,7.0,589973.0,38.0,13.0,0,34.0,89332.0,4.0,9.0,1592.0,1593.0,1452.0,9.0,1478.0,0.0024473813020068,0.3619676945668135,0.0,24
11,1,1,1,0.0,1,2.0,1980147.0,13.0,9.0,0,64.0,328947.0,7.0,109.0,1058.0,1058.0,1058.0,92.0,943.0,0.0540697674418604,0.5488372093023256,0.0,13
154,3,3,2,0.6596163941595689,1,10.0,2760708.0,28.0,6.0,0,19.0,3206686.333333333,2.0,82.0,1193.0,1254.0,1028.0,29.0,1067.0,0.0200267022696929,0.7129506008010681,0.0,358
5,2,2,1,0.9910760598382222,1,3.0,-32398947.0,10.0,3.0,0,4.0,658111.0,2.0,41.0,56.0,80.0,56.0,32.0,45.0,0.2727272727272727,0.3801652892561983,0.0,9
112,2,1,1,0.6962122601251458,1,12.0,1075940.0,109.0,36.0,0,1.0,9932344.0,3.0,9.0,2151.0,2154.0,1740.0,1.0,2044.0,0.0002700148508167,0.2760901849601728,0.0,112
3,1,1,1,0.0,1,3.0,914830.0,21.0,11.0,0,67.0,12138.0,4.0,319.0,1975.0,2153.0,1792.0,277.0,1652.0,0.0749730312837109,0.4457928802588997,0.0,6
2,6,4,1,0.9579919204514852,1,2.0,167949.0,9.0,2.0,0,21.0,89870.5,2.0,248.0,944.0,1053.0,936.0,237.0,867.0,0.0671178793006204,0.2447828539199097,0.0,35
31,13,9,1,0.5830770245076033,1,52.0,2221830.0,225.0,133.0,0,2.0,276352.0,5.0,0.0,807.0,807.0,774.0,0.0,8.0,0.1111111111111111,1.0,0.0,3075
0,1,1,1,0.0,1,2.0,343257.0,14.0,5.0,0,24.0,230201.0,3.0,52.0,1499.0,1515.0,1459.0,48.0,1373.0,0.0123394610929236,0.346008562075044,0.0,0
0,4,4,1,0.640009986715779,1,6.0,-11179424.0,30.0,9.0,0,38.0,96286.0,2.0,558.0,454.0,750.0,426.0,508.0,383.0,0.6750663129973474,0.5092838196286472,0.0,42
0,2,2,1,0.5032583347756457,1,2.0,466072.0,15.0,6.0,0,131.0,105206.0,2.0,17.0,2218.0,2229.0,1717.0,17.0,2008.0,0.0027355623100303,0.3053191489361702,1.0,36
1,1,1,1,0.0,1,3.0,376758.0,18.0,6.0,0,6.0,1461942.0,4.0,18.0,1277.0,1282.0,1239.0,18.0,1172.0,0.0046251217137293,0.2855404089581305,0.0,3
2,2,2,1,0.6722948170756379,1,2.0,5564728.0,27.0,12.0,0,41.0,3037540.0,7.0,478.0,3971.0,4162.0,3339.0,472.0,2997.0,0.0663859649122807,0.4207719298245614,0.0,17
12,1,1,1,0.0,1,1.0,142626.0,6.0,2.0,0,51.0,127139.0,2.0,853.0,1686.0,2375.0,1409.0,820.0,1468.0,0.1922266448138609,0.343947553266214,1.0,30
0,2,2,1,0.7871265862012691,1,4.0,8025714.0,37.0,16.0,0,48.0,399419.0,3.0,1521.0,955.0,2281.0,731.0,673.0,705.0,0.0999110584049807,0.1046546101393418,0.0,34
30,4,2,1,0.6806752718565736,1,6.0,3179426.0,47.0,19.0,0,4.0,2106339.0,4.0,354.0,1007.0,1191.0,906.0,99.0,362.0,0.219298245614035,0.7960526315789473,0.0,141
9,2,2,1,0.9268190639645772,1,6.0,357645.0,30.0,9.0,0,5.0,3955386.5,3.0,200.0,522.0,646.0,472.0,33.0,125.0,0.0921409214092141,0.3414634146341463,1.0,38
9,2,2,1,0.9929768866085174,1,4.0,-28225455.0,21.0,7.0,0,13.0,449964.5,2.0,55.0,103.0,139.0,103.0,50.0,89.0,0.248780487804878,0.4390243902439024,0.0,71
1,1,1,1,0.0,1,3.0,86529.0,62.0,7.0,0,6.0,155.0,3.0,726.0,1344.0,1344.0,1117.0,247.0,555.0,0.2591431556948798,0.58098223615465,0.0,2
22,3,2,1,0.7456952813582645,1,2.0,248196.0,11.0,8.0,0,21.0,1655479.0,6.0,2243.0,2453.0,3378.0,2264.0,2105.0,2104.0,0.4942501760150199,0.4940154893217554,0.0,44
3,1,1,1,0.0,1,4.0,1429153.0,65.0,12.0,0,177.0,5329.0,3.0,80.0,2422.0,2439.0,2041.0,80.0,2351.0,0.010847730012053,0.3149859381277621,0.0,6
3,2,2,1,0.9182958340544896,1,2.0,2981159.0,23.0,7.0,0,37.0,1107535.0,4.0,90.0,1135.0,1192.0,961.0,53.0,1061.0,0.0078511195114858,0.1544053503925559,0.0,3
29,2,2,1,0.9661773513883508,1,2.0,320773.0,22.0,6.0,0,11.0,1647651.5,2.0,233.0,767.0,943.0,766.0,46.0,281.0,0.1284153005464481,0.7704918032786885,0.0,102
41,5,4,1,0.8471520805161298,1,6.0,40277.0,20.0,9.0,0,47.0,70539.0,2.0,203.0,364.0,500.0,364.0,198.0,327.0,0.2075078206465067,0.3420229405630866,0.0,99
7,2,2,1,0.898653375690748,1,4.0,236606.0,14.0,4.0,0,24.0,3007095.0,4.0,2003.0,3696.0,3696.0,3148.0,1660.0,3121.0,0.3668286219081272,0.6894876325088339,1.0,54
19,2,2,1,0.8474179614176633,1,3.0,911160.0,15.0,4.0,0,3.0,2132081.0,2.0,150.0,572.0,671.0,572.0,62.0,557.0,0.0116150442477876,0.1028761061946902,0.0,62
9,3,3,1,0.7559279292634755,1,2.0,-19075836.0,9.0,3.0,0,16.0,79556.33333333333,2.0,258.0,392.0,505.0,388.0,216.0,366.0,0.4428571428571428,0.7489795918367347,1.0,14
16,3,2,1,0.6269535938184649,1,3.0,594000.0,20.0,7.0,0,78.0,91594.0,2.0,131.0,1003.0,1090.0,994.0,125.0,922.0,0.0346534653465346,0.2538503850385038,0.0,123
45,5,3,1,0.5030651027364873,1,2.0,78747.0,14.0,5.0,0,62.0,503882.4,2.0,464.0,1379.0,1636.0,1350.0,445.0,1200.0,0.1588884930530816,0.4278589241182757,0.0,146
49,8,4,1,0.7883579486470826,1,4.0,221130.0,33.0,8.0,0,243.0,927.0,4.0,2104.0,1987.0,3365.0,1753.0,2006.0,1958.0,0.2697943271945154,0.2633418470224492,0.0,52
0,3,2,1,0.6532262966190555,1,5.0,456664.0,21.0,12.0,0,57.0,124135.0,5.0,469.0,901.0,901.0,901.0,459.0,821.0,0.3885135135135135,0.6942567567567568,0.0,57
4,1,1,1,0.0,1,2.0,136504.0,5.0,2.0,0,1.0,2359599.0,2.0,141.0,442.0,518.0,441.0,140.0,339.0,0.2452173913043478,0.591304347826087,0.0,6
195,23,10,1,0.6541446006977456,1,4.0,432851.0,20.0,8.0,0,93.0,206749.69565217392,3.0,6.0,1291.0,1292.0,1291.0,5.0,1024.0,0.0038961038961038,0.6655844155844156,0.0,360
16,2,2,1,0.3322866302216151,1,5.0,660914.0,16.0,4.0,0,23.0,2228707.0,3.0,116.0,2497.0,2558.0,2124.0,109.0,2257.0,0.021109192093648,0.4333141431587027,0.0,49
2,2,2,1,0.9480782435939056,1,4.0,2990948.0,29.0,15.0,0,34.0,213983.5,3.0,48.0,1487.0,1522.0,1464.0,48.0,720.0,0.0100574712643678,0.1479885057471264,0.0,30
45,3,2,1,0.6987466612188236,1,18.0,5719706.0,103.0,50.0,0,44.0,711303.0,8.0,115.0,3439.0,3492.0,2871.0,111.0,2382.0,0.0181877232867814,0.3869762910035726,0.0,96
5,2,2,1,0.9182958340544896,1,14.0,2497106.0,75.0,26.0,0,102.0,1052.0,4.0,1024.0,3876.0,4299.0,3262.0,1005.0,2911.0,0.1420703290495692,0.4112413500917949,0.0,12
0,2,2,1,0.5847281182574744,1,17.0,3162810.0,309.0,64.0,0,1.0,7613386.0,6.0,159.0,1355.0,1381.0,1166.0,117.0,626.0,0.1598915989159891,0.8495934959349594,1.0,321
18,1,1,1,0.0,1,2.0,-688633.0,19.0,7.0,0,6.0,296082.0,2.0,52.0,935.0,970.0,904.0,16.0,815.0,0.0164092664092664,0.7876447876447876,0.0,32
11,5,1,1,0.9493403671565414,1,2.0,219465.0,15.0,7.0,0,24.0,470242.6,3.0,63.0,221.0,261.0,213.0,56.0,190.0,0.1472868217054263,0.4935400516795866,0.0,19
64,17,2,1,0.97371423373309,1,2.0,179182.0,9.0,3.0,0,48.0,623265.0,3.0,680.0,1009.0,1520.0,994.0,536.0,910.0,0.1873038018835019,0.3177537495640042,0.0,144
1,4,2,1,0.6915045946827236,1,2.0,1765616.0,48.0,11.0,0,15.0,2255.0,4.0,2.0,621.0,621.0,511.0,2.0,308.0,0.0031914893617021,0.3287234042553191,0.0,77
70,7,6,2,0.8743241106578552,1,2.0,2132428.0,24.0,5.0,0,50.0,913189.0,2.0,2.0,566.0,568.0,493.0,2.0,556.0,0.0033039647577092,0.6134361233480177,0.0,372
25,3,2,1,0.9891986003502492,1,4.0,3734933.0,67.0,16.0,0,85.0,641793.6666666666,5.0,413.0,1378.0,1378.0,1249.0,405.0,1342.0,0.0536895001322401,0.1775985189103411,0.0,80
70,6,6,1,0.7787937169655395,1,3.0,582652.0,18.0,6.0,0,88.0,530665.0,2.0,1138.0,876.0,1668.0,873.0,1070.0,723.0,0.4273743016759777,0.2889066241021548,0.0,143
16,11,7,1,0.8966806597251487,1,4.0,338236.0,24.0,7.0,1,18.0,99045.27272727272,1.0,599.0,599.0,599.0,598.0,153.0,153.0,0.5641025641025641,0.5641025641025641,0.0,332
2,6,3,1,0.6105177105628341,1,9.0,16389631.0,141.0,36.0,0,5.0,1794123.5,5.0,2.0,1871.0,1871.0,1733.0,1.0,356.0,0.0049875311720698,0.8902743142144638,0.0,157
15,2,2,1,0.7597659876428756,1,8.0,3669190.0,58.0,19.0,0,74.0,1026083.0,3.0,19.0,2306.0,2311.0,1966.0,18.0,2201.0,0.0027540223220756,0.3191766922742426,0.0,91
7,2,2,1,0.9910760598382222,1,9.0,1219123.0,39.0,11.0,0,4.0,12921.0,1.0,154.0,344.0,458.0,344.0,147.0,332.0,0.0274633512711078,0.0617925403599925,0.0,9
11,4,4,1,0.5372659196674701,1,6.0,5823221.0,48.0,16.0,0,58.0,149157.5,4.0,174.0,2088.0,2129.0,2083.0,132.0,1729.0,0.0532212885154061,0.6922769107643058,1.0,399
29,4,3,1,0.6822021809831085,1,11.0,1519107.0,77.0,25.0,0,12.0,4519670.0,5.0,21.0,1158.0,1168.0,1027.0,16.0,474.0,0.0282861896838602,0.7903494176372712,0.0,114
1,1,1,1,0.0,1,6.0,85881.0,14.0,7.0,0,24.0,222165.0,2.0,1.0,593.0,594.0,593.0,1.0,546.0,0.0014398848092152,0.3938084953203744,0.0,4
4,1,1,1,0.0,1,3.0,1273758.0,20.0,5.0,0,10.0,1382994.0,2.0,23.0,419.0,421.0,418.0,18.0,313.0,0.0581039755351682,0.9602446483180428,0.0,21
3,1,1,1,0.0,1,2.0,-25957949.0,9.0,4.0,0,14.0,2200724.0,2.0,9.0,255.0,256.0,255.0,9.0,236.0,0.0321543408360128,0.7620578778135049,0.0,3
3,2,1,1,0.9709505944546686,1,2.0,1136229.0,12.0,4.0,0,21.0,318166.5,2.0,0.0,838.0,838.0,837.0,0.0,271.0,0.0025316455696202,0.6886075949367089,0.0,5
5,3,3,1,0.7415011558262739,1,12.0,-28237695.0,83.0,36.0,0,11.0,128488.0,2.0,13.0,85.0,96.0,85.0,6.0,74.0,0.0382513661202185,0.4098360655737705,0.0,40
7,2,2,2,0.9023932827949788,1,3.0,431317.0,15.0,7.0,0,4.0,855860.0,4.0,0.0,191.0,191.0,181.0,0.0,182.0,0.0032467532467532,0.5941558441558441,0.0,44
1,1,1,1,0.0,1,3.0,242859.0,17.0,3.0,0,128.0,8854.0,2.0,529.0,1670.0,2057.0,1334.0,510.0,1458.0,0.1041581736649001,0.2973909498573175,0.0,3
16,1,1,1,0.0,1,4.0,835855.0,32.0,15.0,0,44.0,49783.0,7.0,1495.0,700.0,2028.0,700.0,1398.0,664.0,0.3820316766794102,0.1815947569634079,0.0,45
5,2,2,1,0.9283620723948676,1,6.0,299493.0,28.0,7.0,0,93.0,12958.0,2.0,7.0,1376.0,1379.0,1275.0,7.0,1184.0,0.0022365110427732,0.3312831982107911,1.0,64
60,6,6,1,0.8713126002352481,1,5.0,1607679.0,26.0,12.0,0,124.0,82628.33333333333,3.0,2.0,1693.0,1693.0,1607.0,2.0,1491.0,0.000877449546651,0.4363849078677976,1.0,193
0,1,1,1,0.0,1,4.0,265154.0,18.0,9.0,0,19.0,327322.0,5.0,2.0,470.0,470.0,464.0,2.0,433.0,0.0009511731135066,0.1376030437539632,0.0,26
8,2,2,1,0.8960382325345574,1,5.0,1651485.0,77.0,18.0,0,4.0,11098119.5,7.0,0.0,1310.0,1310.0,1096.0,0.0,797.0,0.0008319467554076,0.6638935108153078,0.0,16
13,3,2,1,0.6109105085887244,1,2.0,64246.0,8.0,4.0,0,54.0,14488.0,2.0,42.0,34.0,73.0,34.0,41.0,32.0,0.0301291248206599,0.0236728837876614,0.0,27
11,2,2,1,0.3244974102355341,1,5.0,372981.0,17.0,7.0,0,9.0,280691.0,2.0,8.0,539.0,544.0,538.0,0.0,159.0,0.0060240963855421,0.963855421686747,0.0,135
2,5,3,1,0.7638342298671674,1,5.0,739458.0,35.0,15.0,0,48.0,620738.6,3.0,164.0,730.0,769.0,559.0,153.0,573.0,0.1356828193832599,0.505726872246696,0.0,25
83,30,5,2,0.6563571338476752,1,29.0,19889945.0,112.0,39.0,0,50.0,82294.6,4.0,60.0,1581.0,1629.0,1580.0,32.0,1378.0,0.0141146278870829,0.5898203592814372,0.0,2124
14,2,2,1,0.6500224216483541,1,2.0,6187.0,12.0,4.0,0,49.0,232456.5,2.0,299.0,1026.0,1241.0,1026.0,222.0,830.0,0.1027176416397973,0.3827729157070474,0.0,24
4,1,1,1,0.0,1,2.0,449860.0,11.0,5.0,0,12.0,85517.0,2.0,77.0,776.0,784.0,748.0,67.0,573.0,0.1081081081081081,0.9125596184419714,0.0,8
19,2,2,1,0.9182958340544896,1,1.0,95234.0,28.0,5.0,0,38.0,3419998.5,3.0,1189.0,4348.0,4875.0,3051.0,1170.0,4145.0,0.1506109324758842,0.5332475884244373,1.0,36
1,1,1,1,0.0,1,2.0,112427.0,15.0,5.0,0,3.0,502711.0,2.0,10.0,868.0,873.0,867.0,10.0,281.0,0.0273631840796019,0.7014925373134329,0.0,2
15,3,2,1,0.3403895060389647,1,2.0,78895.0,9.0,4.0,0,3.0,1921256.0,3.0,3.0,2101.0,2101.0,1880.0,3.0,1847.0,0.0009725261366399,0.449307075127644,0.0,43
28,5,3,1,0.7077119945107889,1,3.0,12165438.0,10.0,5.0,0,61.0,51138.0,4.0,1347.0,1917.0,1917.0,1880.0,1255.0,1695.0,0.4371736860424643,0.5903237034458754,0.0,57
5,1,1,1,0.0,1,2.0,-32841239.0,11.0,5.0,0,6.0,338292.0,2.0,18.0,49.0,53.0,49.0,17.0,42.0,0.1538461538461538,0.3675213675213675,0.0,10
5,2,2,1,0.9910760598382222,1,2.0,114396.0,8.0,3.0,0,26.0,191.0,3.0,764.0,751.0,1320.0,750.0,612.0,680.0,0.1906687402799378,0.2118195956454121,0.0,9
2,4,2,1,0.9454604967945988,1,2.0,1205725.0,11.0,3.0,0,10.0,1945355.0,2.0,47.0,676.0,701.0,676.0,39.0,642.0,0.0125117297466374,0.2011260556771973,0.0,21
1,1,1,1,0.0,1,2.0,271646.0,16.0,7.0,0,10.0,978480.0,5.0,0.0,1173.0,1173.0,1171.0,0.0,908.0,0.0004103405826836,0.3729995896594173,0.0,1
20,3,3,1,0.7133029032145368,1,11.0,-26409562.0,33.0,8.0,0,19.0,274039.3333333333,2.0,161.0,189.0,280.0,188.0,154.0,149.0,0.5595667870036101,0.5415162454873647,0.0,55
85,5,3,1,0.5522158078067462,1,1.0,274734.0,12.0,2.0,0,21.0,1093767.0,2.0,836.0,1096.0,1809.0,901.0,69.0,504.0,0.1085271317829457,0.7829457364341085,0.0,173
9,4,4,1,0.9248008763572906,1,2.0,571291.0,8.0,3.0,0,65.0,1493752.0,3.0,1.0,1229.0,1229.0,1058.0,0.0,962.0,0.0007535795026375,0.7256970610399397,0.0,16
148,16,4,1,0.805405427238881,1,2.0,401113.0,43.0,4.0,0,18.0,482556.375,2.0,227.0,1925.0,2032.0,1673.0,160.0,294.0,0.2424698795180722,0.4442771084337349,0.0,325
8,4,2,1,0.899507835327561,1,4.0,106999.0,22.0,12.0,0,38.0,976177.0,3.0,42.0,863.0,889.0,862.0,42.0,833.0,0.0083771673485291,0.1624780829924021,0.0,19
3,1,1,1,0.0,1,2.0,4309939.0,44.0,12.0,0,5.0,549733.0,3.0,19.0,1235.0,1243.0,1079.0,16.0,585.0,0.0234482758620689,0.8082758620689655,0.0,3
1,2,2,1,0.5491087450260073,1,3.0,2885548.0,63.0,8.0,0,22.0,481316.0,5.0,0.0,927.0,927.0,741.0,0.0,497.0,0.0009746588693957,0.4853801169590643,0.0,63
4,3,3,1,0.9601532303803352,1,2.0,181197.0,11.0,2.0,0,6.0,398598.0,2.0,633.0,1627.0,1940.0,1519.0,614.0,1533.0,0.1165876777251184,0.2908056872037914,1.0,38
2,2,2,1,0.9182958340544896,1,2.0,6941.0,15.0,8.0,0,11.0,1040836.0,3.0,11.0,49.0,49.0,49.0,7.0,44.0,0.1012658227848101,0.569620253164557,0.0,6
1,2,2,1,0.9182958340544896,1,3.0,14592758.0,26.0,10.0,0,26.0,299272.0,8.0,37.0,2148.0,2155.0,1901.0,34.0,1211.0,0.0056873578160545,0.1969450763730906,0.0,6
0,1,1,1,0.0,1,5.0,656965.0,43.0,23.0,0,7.0,775135.0,3.0,110.0,1040.0,1105.0,1040.0,8.0,46.0,0.0947368421052631,0.4947368421052631,0.0,17
0,2,2,1,0.2351933818192414,1,2.0,4210029.0,38.0,13.0,0,41.0,166147.0,9.0,346.0,3097.0,3314.0,2349.0,287.0,2608.0,0.037696335078534,0.3414921465968586,0.0,26
56,4,2,1,0.7552420637236992,1,8.0,267637.0,26.0,9.0,0,16.0,187040.25,3.0,20.0,1965.0,1971.0,1903.0,15.0,1812.0,0.0045506257110352,0.5156427758816837,0.0,186
24,4,4,1,0.8474360642594281,1,2.0,38531.0,16.0,5.0,0,84.0,189973.5,2.0,425.0,633.0,940.0,628.0,407.0,558.0,0.183206106870229,0.2510103277952402,0.0,96
6,1,1,1,0.0,1,3.0,1798323.0,36.0,14.0,0,3.0,3618835.0,5.0,374.0,935.0,1101.0,908.0,347.0,700.0,0.2697674418604651,0.5434108527131783,0.0,29
1,1,1,1,0.0,1,2.0,-25957845.0,8.0,3.0,0,2.0,1960330.0,2.0,11.0,257.0,258.0,257.0,11.0,238.0,0.0383386581469648,0.7635782747603834,0.0,1
55,8,5,1,0.9198641323931868,1,3.0,15064.0,10.0,7.0,0,69.0,621364.125,4.0,79.0,1088.0,1114.0,1088.0,71.0,928.0,0.0512091038406827,0.6607396870554765,0.0,105
18,12,6,1,0.8573232017449504,1,41.0,16763456.0,156.0,47.0,0,3.0,226297.41666666663,4.0,498.0,1475.0,1797.0,1433.0,479.0,1242.0,0.1606425702811245,0.4159973226238286,0.0,567
18,2,2,1,0.9788698505067784,1,1.0,438483.0,6.0,2.0,0,1.0,1138378.0,2.0,121.0,316.0,411.0,310.0,33.0,306.0,0.006481128478841,0.0585207777354174,1.0,41
2,2,2,1,0.7642045065086203,1,2.0,3016541.0,32.0,5.0,0,7.0,174868.0,3.0,1.0,998.0,998.0,896.0,1.0,472.0,0.0031201248049922,0.7379095163806553,0.0,45
102,3,2,1,0.6375102338525573,1,11.0,1388773.0,61.0,31.0,0,103.0,25466.0,3.0,998.0,2963.0,3376.0,2333.0,979.0,2842.0,0.139462074854134,0.4045823253166358,0.0,199
0,2,2,1,0.7793498372920851,1,5.0,2217599.0,39.0,11.0,0,45.0,111694.0,4.0,1.0,492.0,493.0,492.0,1.0,468.0,0.0007815552950371,0.1832747166862055,0.0,26
420,15,6,1,0.8818494045384403,1,6.0,-11779882.0,31.0,10.0,0,8.0,1319807.2,2.0,130.0,317.0,394.0,317.0,115.0,287.0,0.1723625557206538,0.4279346210995542,1.0,1513
1,3,3,2,0.0,1,2.0,31261.0,11.0,3.0,0,5.0,37251.5,2.0,690.0,522.0,1108.0,512.0,623.0,488.0,0.1790530846484935,0.1403156384505021,0.0,4
14,2,2,1,0.693127415328288,1,4.0,-45728792.0,19.0,12.0,0,3.0,2604524.0,2.0,3.0,28.0,28.0,28.0,3.0,18.0,0.1538461538461538,0.7307692307692307,0.0,43
15,1,1,1,0.0,1,3.0,1512367.0,32.0,10.0,0,18.0,49400.0,4.0,36.0,2194.0,2210.0,1827.0,25.0,1947.0,0.0053475935828877,0.4006581653640477,0.0,61
